Date,High,Low,Open,Close,Volume,Adj Close,MACD,MACD_Signal,ADX,ADX_POS,ADX_NEG,BBH,BBL,RSI
2000-01-03,17.0,16.600000381469727,16.600000381469727,17.0,332590.0,5.655241012573242,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0
2000-01-04,18.344999313354492,17.100000381469727,18.200000762939453,17.3799991607666,1687100.0,5.78165340423584,0.030313323365998457,0.006062664673199692,0.0,0.0,0.0,17.569998741149902,16.8100004196167,100.0
2000-01-05,17.389999389648438,16.5,17.0,16.69499969482422,1598200.0,5.553778648376465,-0.0009262048795903866,0.004664890762641677,0.0,0.0,0.0,17.585415661080404,16.464583575980143,33.9985914744165
2000-01-06,17.0,16.530000686645508,16.799999237060547,16.829999923706055,850260.0,5.598688125610352,-0.014621814678246636,0.0008075496744640144,0.0,0.0,0.0,17.49012542522683,16.46237396442161,42.10818889763732
2000-01-07,17.100000381469727,16.21500015258789,16.21500015258789,16.834999084472656,851440.0,5.600351333618164,-0.02478656947725355,-0.004311274155879499,0.0,0.0,0.0,17.421311017142543,16.474688128365273,42.39047381675107
2000-01-10,17.950000762939453,16.5,17.290000915527344,16.59000015258789,1004340.0,5.518849849700928,-0.05201201501740016,-0.013851422328183632,0.0,0.0,0.0,17.396160165976738,16.380505839475738,33.71416948085039
2000-01-11,16.790000915527344,15.699999809265137,16.649999618530273,16.34000015258789,1457840.0,5.435686111450195,-0.09269278271959536,-0.029619694406465977,0.0,0.0,0.0,17.416888221500596,16.203111255340925,27.52358088430907
2000-01-12,16.795000076293945,16.229999542236328,16.375,16.545000076293945,859520.0,5.503880500793457,-0.10715558079211718,-0.04512687168359622,0.0,0.0,0.0,17.371010948707973,16.18273861260184,37.63593495918995
2000-01-13,16.989999771118164,16.5,16.989999771118164,16.510000228881836,482760.0,5.492237567901611,-0.1200576972431584,-0.060113036795508654,0.0,0.0,0.0,17.33195524550286,16.162488859857383,36.694577503898564
2000-01-14,16.799999237060547,16.399999618530273,16.799999237060547,16.545000076293945,581520.0,5.503880500793457,-0.12600600353239955,-0.07329163014288684,0.0,0.0,0.0,17.294840817014027,16.159158893068984,38.35505878193109
